First_Name,Last_Name,Full_Name,GPA,Major,Relevant_Courses,Skills,Certifications,Previous_Experience,Preferred_Industry,Extracurriculars,Predicted_Job_Role
Olivia,Williams,Olivia Williams,3.99,Computer Science,"['Algorithms', 'Data Structures']","['Cloud Computing', 'Network Security', 'SQL']",['AWS Certified'],0,Government,"['Research Assistant', 'Coding Club']",Cybersecurity Intern
Aiden,Jones,Aiden Jones,2.5,Computer Science,"['Data Structures', 'Operating Systems']","['C++', 'Data Analysis', 'Python']",['Google Data Analytics'],2,Government,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Sophia,Miller,Sophia Miller,2.66,Computer Science,"['Data Structures', 'Machine Learning']","['Cloud Computing', 'Network Security', 'Java']",['CFA Level 1'],1,Healthcare,"['Finance Club', 'Student Government']",Cybersecurity Intern
Jackson,Davis,Jackson Davis,3.13,Computer Science,"['Machine Learning', 'Operating Systems']","['Machine Learning', 'C++', 'Python']",['Certified Ethical Hacker'],3,Education,"['Student Government', 'Research Assistant']",Data Analyst Intern
Ava,Garcia,Ava Garcia,2.64,Data Analytics,"['Big Data', 'Statistics']","['Python', 'Network Security', 'Risk Management']",['Certified Ethical Hacker'],1,Education,"['Finance Club', 'Hackathons']",Cybersecurity Intern
Lucas,Rodriguez,Lucas Rodriguez,2.58,Computer Science,"['Operating Systems', 'Machine Learning']","['Python', 'Financial Analysis', 'Risk Management']",['Certified Ethical Hacker'],3,Education,"['Student Government', 'Research Assistant']",Financial Analyst Intern
Isabella,Wilson,Isabella Wilson,3.23,Cybersecurity,"['Network Security', 'Cyber Law']","['Python', 'C++', 'Financial Analysis']",['CFA Level 1'],0,Government,"['Finance Club', 'Research Assistant']",Financial Analyst Intern
Mason,Martinez,Mason Martinez,3.74,Computer Science,"['Algorithms', 'Data Structures']","['Machine Learning', 'Java', 'SQL']",['AWS Certified'],0,Healthcare,"['Research Assistant', 'Finance Club']",Data Analyst Intern
Mia,Anderson,Mia Anderson,2.75,Computer Science,"['Algorithms', 'Data Structures']","['C++', 'Risk Management', 'Network Security']",['Google Data Analytics'],1,Tech,"['Student Government', 'Hackathons']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,2.86,Business Analytics,"['Predictive Analytics', 'SQL']","['Risk Management', 'Network Security', 'Java']",['PMP'],3,Government,"['Finance Club', 'Student Government']",Cybersecurity Intern
Amelia,Thomas,Amelia Thomas,3.46,Cybersecurity,"['Cyber Law', 'Network Security']","['Risk Management', 'Java', 'Financial Analysis']",['AWS Certified'],0,Healthcare,"['Research Assistant', 'Student Government']",Financial Analyst Intern
James,Hernandez,James Hernandez,3.94,Cybersecurity,"['Ethical Hacking', 'Cryptography']","['Cloud Computing', 'Network Security', 'Financial Analysis']",['Google Data Analytics'],3,Healthcare,"['Coding Club', 'Research Assistant']",Cybersecurity Intern
Harper,Moore,Harper Moore,2.63,Computer Science,"['Operating Systems', 'Algorithms']","['Machine Learning', 'C++', 'Cloud Computing']",['Certified Ethical Hacker'],0,Tech,"['Hackathons', 'Coding Club']",Data Analyst Intern
Alexander,Martin,Alexander Martin,2.6,Finance,"['Risk Management', 'Accounting']","['Machine Learning', 'Java', 'Cloud Computing']",['AWS Certified'],3,Healthcare,"['Student Government', 'Finance Club']",Data Analyst Intern
Evelyn,Jackson,Evelyn Jackson,3.39,Cybersecurity,"['Cyber Law', 'Ethical Hacking']","['Financial Analysis', 'Risk Management', 'Python']",['Certified Ethical Hacker'],2,Healthcare,"['Hackathons', 'Research Assistant']",Financial Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.62,Business Analytics,"['Predictive Analytics', 'Business Intelligence']","['C++', 'Data Analysis', 'Risk Management']",['AWS Certified'],0,Finance,"['Finance Club', 'Research Assistant']",Data Analyst Intern
Abigail,White,Abigail White,2.67,Software Engineering,"['Databases', 'Software Development']","['Financial Analysis', 'Cloud Computing', 'SQL']",['CFA Level 1'],0,Finance,"['Research Assistant', 'Student Government']",Financial Analyst Intern
Liam,Smith,Liam Smith,2.95,Business Analytics,"['Business Intelligence', 'Data Analytics']","['Cloud Computing', 'Data Analysis', 'SQL']",['AWS Certified'],0,Finance,"['Research Assistant', 'Hackathons']",Data Analyst Intern
Emma,Johnson,Emma Johnson,3.58,Computer Science,"['Machine Learning', 'Algorithms']","['SQL', 'C++', 'Risk Management']",['CFA Level 1'],1,Government,"['Hackathons', 'Coding Club']",Financial Analyst Intern
Noah,Brown,Noah Brown,3.58,Software Engineering,"['Cloud Computing', 'Software Development']","['Data Analysis', 'Financial Analysis', 'Python']",['PMP'],1,Tech,"['Student Government', 'Hackathons']",Data Analyst Intern
Olivia,Williams,Olivia Williams,3.07,Data Analytics,"['Python for Data Science', 'Statistics']","['Machine Learning', 'SQL', 'Cloud Computing']",['Certified Ethical Hacker'],1,Tech,"['Student Government', 'Hackathons']",Data Analyst Intern
Aiden,Jones,Aiden Jones,2.68,Cybersecurity,"['Cyber Law', 'Network Security']","['Machine Learning', 'Java', 'C++']",['AWS Certified'],0,Tech,"['Finance Club', 'Research Assistant']",Data Analyst Intern
Sophia,Miller,Sophia Miller,3.86,Software Engineering,"['Cloud Computing', 'DevOps']","['Financial Analysis', 'C++', 'Data Analysis']",['Google Data Analytics'],0,Healthcare,"['Hackathons', 'Student Government']",Data Analyst Intern
Jackson,Davis,Jackson Davis,3.24,Business Analytics,"['Predictive Analytics', 'Data Analytics']","['Risk Management', 'SQL', 'Financial Analysis']",['AWS Certified'],0,Education,"['Hackathons', 'Finance Club']",Financial Analyst Intern
Ava,Garcia,Ava Garcia,3.13,Computer Science,"['Operating Systems', 'Machine Learning']","['Java', 'Financial Analysis', 'C++']",['Google Data Analytics'],0,Education,"['Finance Club', 'Student Government']",Financial Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,3.14,Data Analytics,"['Python for Data Science', 'Statistics']","['Network Security', 'Python', 'Financial Analysis']",['Google Data Analytics'],0,Finance,"['Research Assistant', 'Student Government']",Cybersecurity Intern
Isabella,Wilson,Isabella Wilson,2.58,Data Analytics,"['Statistics', 'Data Visualization']","['Risk Management', 'Java', 'Network Security']",['Google Data Analytics'],1,Finance,"['Coding Club', 'Hackathons']",Cybersecurity Intern
Mason,Martinez,Mason Martinez,3.87,Data Analytics,"['Big Data', 'Data Visualization']","['SQL', 'C++', 'Java']",['PMP'],1,Tech,"['Hackathons', 'Coding Club']",Software Engineering Intern
Mia,Anderson,Mia Anderson,3.37,Finance,"['Investment Analysis', 'Accounting']","['Risk Management', 'Network Security', 'Financial Analysis']",['PMP'],1,Education,"['Coding Club', 'Research Assistant']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,3.05,Cybersecurity,"['Cryptography', 'Ethical Hacking']","['Financial Analysis', 'Machine Learning', 'Data Analysis']",['CFA Level 1'],1,Finance,"['Research Assistant', 'Hackathons']",Data Analyst Intern
Amelia,Thomas,Amelia Thomas,3.17,Data Analytics,"['Statistics', 'Big Data']","['Data Analysis', 'Financial Analysis', 'Cloud Computing']",['AWS Certified'],2,Government,"['Research Assistant', 'Coding Club']",Data Analyst Intern
James,Hernandez,James Hernandez,3.05,Data Analytics,"['Python for Data Science', 'Big Data']","['Financial Analysis', 'Machine Learning', 'Python']",['AWS Certified'],3,Education,"['Student Government', 'Coding Club']",Data Analyst Intern
Harper,Moore,Harper Moore,3.35,Finance,"['Investment Analysis', 'Financial Modeling']","['Python', 'Network Security', 'Machine Learning']",['Certified Ethical Hacker'],3,Healthcare,"['Hackathons', 'Student Government']",Cybersecurity Intern
Alexander,Martin,Alexander Martin,3.94,Computer Science,"['Operating Systems', 'Machine Learning']","['Data Analysis', 'Java', 'Machine Learning']",['CFA Level 1'],1,Healthcare,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Evelyn,Jackson,Evelyn Jackson,3.39,Business Analytics,"['Business Intelligence', 'Data Analytics']","['Financial Analysis', 'Java', 'Risk Management']",['Certified Ethical Hacker'],3,Finance,"['Coding Club', 'Hackathons']",Financial Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.27,Finance,"['Risk Management', 'Accounting']","['SQL', 'Machine Learning', 'Python']",['CFA Level 1'],0,Finance,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Abigail,White,Abigail White,2.94,Data Analytics,"['Big Data', 'Statistics']","['Java', 'Data Analysis', 'SQL']",['AWS Certified'],3,Finance,"['Hackathons', 'Finance Club']",Data Analyst Intern
Liam,Smith,Liam Smith,3.9,Software Engineering,"['Databases', 'Software Development']","['SQL', 'Machine Learning', 'Risk Management']",['Certified Ethical Hacker'],1,Education,"['Research Assistant', 'Student Government']",Data Analyst Intern
Emma,Johnson,Emma Johnson,2.81,Software Engineering,"['Databases', 'Cloud Computing']","['Machine Learning', 'Java', 'Data Analysis']",['CFA Level 1'],0,Healthcare,"['Hackathons', 'Student Government']",Data Analyst Intern
Noah,Brown,Noah Brown,3.85,Software Engineering,"['Cloud Computing', 'Software Development']","['Network Security', 'Cloud Computing', 'Machine Learning']",['Google Data Analytics'],0,Finance,"['Hackathons', 'Student Government']",Cybersecurity Intern
Olivia,Williams,Olivia Williams,2.59,Finance,"['Accounting', 'Financial Modeling']","['Machine Learning', 'Java', 'SQL']",['Google Data Analytics'],2,Finance,"['Research Assistant', 'Finance Club']",Data Analyst Intern
Aiden,Jones,Aiden Jones,3.74,Software Engineering,"['Cloud Computing', 'Software Development']","['C++', 'SQL', 'Machine Learning']",['CFA Level 1'],0,Finance,"['Student Government', 'Finance Club']",Data Analyst Intern
Sophia,Miller,Sophia Miller,3.79,Finance,"['Investment Analysis', 'Risk Management']","['C++', 'Machine Learning', 'Network Security']",['AWS Certified'],1,Education,"['Student Government', 'Coding Club']",Cybersecurity Intern
Jackson,Davis,Jackson Davis,3.58,Computer Science,"['Operating Systems', 'Machine Learning']","['C++', 'Data Analysis', 'SQL']",['Google Data Analytics'],3,Tech,"['Coding Club', 'Research Assistant']",Data Analyst Intern
Ava,Garcia,Ava Garcia,3.38,Business Analytics,"['Data Analytics', 'Business Intelligence']","['Risk Management', 'SQL', 'Data Analysis']",['AWS Certified'],1,Tech,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,3.58,Business Analytics,"['Predictive Analytics', 'Business Intelligence']","['Network Security', 'Cloud Computing', 'C++']",['PMP'],2,Tech,"['Student Government', 'Hackathons']",Cybersecurity Intern
Isabella,Wilson,Isabella Wilson,3.53,Data Analytics,"['Big Data', 'Data Visualization']","['Financial Analysis', 'Risk Management', 'Cloud Computing']",['PMP'],1,Education,"['Student Government', 'Finance Club']",Financial Analyst Intern
Mason,Martinez,Mason Martinez,3.17,Business Analytics,"['Data Analytics', 'Predictive Analytics']","['Machine Learning', 'Data Analysis', 'Cloud Computing']",['PMP'],0,Healthcare,"['Student Government', 'Finance Club']",Data Analyst Intern
Mia,Anderson,Mia Anderson,3.4,Cybersecurity,"['Cryptography', 'Network Security']","['C++', 'Network Security', 'Python']",['Google Data Analytics'],0,Tech,"['Coding Club', 'Research Assistant']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,2.69,Computer Science,"['Operating Systems', 'Machine Learning']","['Machine Learning', 'Financial Analysis', 'C++']",['Certified Ethical Hacker'],3,Finance,"['Research Assistant', 'Student Government']",Data Analyst Intern
Amelia,Thomas,Amelia Thomas,2.68,Cybersecurity,"['Ethical Hacking', 'Cyber Law']","['SQL', 'Python', 'Java']",['AWS Certified'],1,Finance,"['Hackathons', 'Research Assistant']",Software Engineering Intern
James,Hernandez,James Hernandez,3.33,Business Analytics,"['Data Analytics', 'SQL']","['Data Analysis', 'SQL', 'Financial Analysis']",['Google Data Analytics'],3,Tech,"['Finance Club', 'Student Government']",Data Analyst Intern
Harper,Moore,Harper Moore,3.51,Computer Science,"['Machine Learning', 'Operating Systems']","['SQL', 'Python', 'Java']",['AWS Certified'],3,Education,"['Finance Club', 'Hackathons']",Software Engineering Intern
Alexander,Martin,Alexander Martin,2.91,Finance,"['Investment Analysis', 'Risk Management']","['Machine Learning', 'Financial Analysis', 'SQL']",['PMP'],0,Healthcare,"['Research Assistant', 'Hackathons']",Data Analyst Intern
Evelyn,Jackson,Evelyn Jackson,2.58,Finance,"['Financial Modeling', 'Investment Analysis']","['Cloud Computing', 'Financial Analysis', 'Python']",['Google Data Analytics'],1,Finance,"['Coding Club', 'Student Government']",Financial Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.17,Software Engineering,"['Cloud Computing', 'DevOps']","['C++', 'SQL', 'Data Analysis']",['PMP'],1,Government,"['Research Assistant', 'Student Government']",Data Analyst Intern
Abigail,White,Abigail White,3.27,Data Analytics,"['Big Data', 'Statistics']","['Machine Learning', 'C++', 'Cloud Computing']",['AWS Certified'],2,Finance,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Liam,Smith,Liam Smith,3.82,Finance,"['Investment Analysis', 'Financial Modeling']","['C++', 'Risk Management', 'SQL']",['Google Data Analytics'],2,Tech,"['Student Government', 'Coding Club']",Financial Analyst Intern
Emma,Johnson,Emma Johnson,3.37,Data Analytics,"['Python for Data Science', 'Statistics']","['C++', 'Python', 'Java']",['Certified Ethical Hacker'],1,Healthcare,"['Student Government', 'Coding Club']",Software Engineering Intern
Noah,Brown,Noah Brown,3.13,Business Analytics,"['Data Analytics', 'Business Intelligence']","['Financial Analysis', 'Risk Management', 'SQL']",['CFA Level 1'],0,Tech,"['Hackathons', 'Research Assistant']",Financial Analyst Intern
Olivia,Williams,Olivia Williams,3.14,Cybersecurity,"['Network Security', 'Cryptography']","['Python', 'Machine Learning', 'SQL']",['Google Data Analytics'],1,Finance,"['Student Government', 'Hackathons']",Data Analyst Intern
Aiden,Jones,Aiden Jones,3.07,Finance,"['Risk Management', 'Accounting']","['Python', 'Network Security', 'Machine Learning']",['PMP'],3,Healthcare,"['Coding Club', 'Research Assistant']",Cybersecurity Intern
Sophia,Miller,Sophia Miller,2.6,Data Analytics,"['Statistics', 'Big Data']","['C++', 'Java', 'Network Security']",['AWS Certified'],3,Tech,"['Finance Club', 'Research Assistant']",Cybersecurity Intern
Jackson,Davis,Jackson Davis,3.4,Finance,"['Investment Analysis', 'Accounting']","['Financial Analysis', 'Network Security', 'Risk Management']",['CFA Level 1'],1,Education,"['Finance Club', 'Hackathons']",Cybersecurity Intern
Ava,Garcia,Ava Garcia,3,Finance,"['Accounting', 'Risk Management']","['Financial Analysis', 'SQL', 'Python']",['Certified Ethical Hacker'],0,Education,"['Research Assistant', 'Student Government']",Financial Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,2.85,Business Analytics,"['Data Analytics', 'Business Intelligence']","['SQL', 'Python', 'Data Analysis']",['Certified Ethical Hacker'],1,Finance,"['Research Assistant', 'Student Government']",Data Analyst Intern
Isabella,Wilson,Isabella Wilson,2.81,Business Analytics,"['Predictive Analytics', 'Business Intelligence']","['Financial Analysis', 'Java', 'Machine Learning']",['AWS Certified'],1,Government,"['Coding Club', 'Student Government']",Data Analyst Intern
Mason,Martinez,Mason Martinez,3.9,Finance,"['Accounting', 'Risk Management']","['Java', 'SQL', 'Machine Learning']",['Certified Ethical Hacker'],1,Healthcare,"['Coding Club', 'Hackathons']",Data Analyst Intern
Mia,Anderson,Mia Anderson,3.29,Computer Science,"['Algorithms', 'Data Structures']","['SQL', 'C++', 'Cloud Computing']",['AWS Certified'],0,Tech,"['Student Government', 'Research Assistant']",Software Engineering Intern
Ethan,Taylor,Ethan Taylor,2.61,Cybersecurity,"['Ethical Hacking', 'Cyber Law']","['Risk Management', 'Data Analysis', 'C++']",['AWS Certified'],0,Government,"['Finance Club', 'Coding Club']",Data Analyst Intern
Amelia,Thomas,Amelia Thomas,3.34,Computer Science,"['Operating Systems', 'Data Structures']","['Financial Analysis', 'Data Analysis', 'Network Security']",['CFA Level 1'],1,Government,"['Hackathons', 'Coding Club']",Cybersecurity Intern
James,Hernandez,James Hernandez,3.69,Data Analytics,"['Python for Data Science', 'Data Visualization']","['Cloud Computing', 'Data Analysis', 'Financial Analysis']",['AWS Certified'],3,Healthcare,"['Finance Club', 'Research Assistant']",Data Analyst Intern
Harper,Moore,Harper Moore,3.1,Business Analytics,"['Predictive Analytics', 'Data Analytics']","['Network Security', 'Data Analysis', 'Machine Learning']",['Google Data Analytics'],1,Education,"['Finance Club', 'Research Assistant']",Cybersecurity Intern
Alexander,Martin,Alexander Martin,3.87,Data Analytics,"['Statistics', 'Python for Data Science']","['Machine Learning', 'C++', 'Java']",['AWS Certified'],2,Education,"['Finance Club', 'Research Assistant']",Data Analyst Intern
